Grep,3.4,http://ftp.gnu.org/gnu/grep/grep-@.tar.xz,111b117d22d6a7d049d6ae7505e9c4d2
Groff,1.22.4,http://ftp.gnu.org/gnu/groff/groff-@.tar.gz,08fb04335e2f5e73f23ea4c3adbf0c5f
GRUB,2.04,https://ftp.gnu.org/gnu/grub/grub-@.tar.xz,5aaca6713b47ca2456d8324a58755ac7
Gzip,1.10,http://ftp.gnu.org/gnu/gzip/gzip-@.tar.xz,691b1221694c3394f1c537df4eee39d3
Iana-Etc,20200821,https://github.com/Mic92/iana-etc/releases/download/@/iana-etc-@.tar.gz,ff19c45f5ac800f5d77c680d9b757fbc
Inetutils,1.9.4,http://ftp.gnu.org/gnu/inetutils/inetutils-@.tar.xz,87fef1fa3f603aef11c41dcc097af75e
Intltool,0.51.0,https://launchpad.net/intltool/trunk/@/+download/intltool-@.tar.gz,12e517cac2b57a0121cda351570f1e63
IPRoute2,5.8.0,https://www.kernel.org/pub/linux/utils/net/iproute2/iproute2-@.tar.xz,e2016acc07d91b2508916c459a8435af
Kbd,2.3.0,https://www.kernel.org/pub/linux/utils/kbd/kbd-@.tar.xz,ac7ec9cedad48f4c279251cddc72008a
Kmod,27,https://www.kernel.org/pub/linux/utils/kernel/kmod/kmod-@.tar.xz,3973a74786670d3062d89a827e266581
Less,551,http://www.greenwoodsoftware.com/less/less-@.tar.gz,4ad4408b06d7a6626a055cb453f36819
LFS-Bootscripts,20200818,http://www.linuxfromscratch.org/lfs/downloads/10.0/lfs-bootscripts-@.tar.xz,ef4abcaeddc1496f7a94b72af99e243a
Libcap,2.42,https://www.kernel.org/pub/linux/libs/security/linux-privs/libcap2/libcap-@.tar.xz,f22cd619e04ae7b88a6a0c109b9523eb
Libffi,3.3,ftp://sourceware.org/pub/libffi/libffi-@.tar.gz,6313289e32f1d38a9df4770b014a2ca7
Libpipeline,1.5.3,http://download.savannah.gnu.org/releases/libpipeline/libpipeline-@.tar.gz,dad443d0911cf9f0f1bd90a334bc9004
Libtool,2.4.6,http://ftp.gnu.org/gnu/libtool/libtool-@.tar.xz,1bfb9b923f2c1339b4d2ce1807064aa5
Linux,5.8.3,https://www.kernel.org/pub/linux/kernel/v5.x/linux-@.tar.xz,2656fe1a0942856c8740468d175e39b6
M4,1.4.18,http://ftp.gnu.org/gnu/m4/m4-@.tar.xz,730bb15d96fffe47e148d1e09235af82
Make,4.3,http://ftp.gnu.org/gnu/make/make-@.tar.gz,fc7a67ea86ace13195b0bce683fd4469
Man-DB,2.9.3,http://download.savannah.gnu.org/releases/man-db/man-db-@.tar.xz,4c8721faa54a4c950c640e5e5c713fb0
Man-pages,5.08,https://www.kernel.org/pub/linux/docs/man-pages/man-pages-@.tar.xz,ee4161cbf5ba59be7419937e063252d9
Meson,0.55.0,https://github.com/mesonbuild/meson/releases/download/@/meson-@.tar.gz,9dd395356f7ec6ef40e2449fc9db3771
MPC,1.1.0,https://ftp.gnu.org/gnu/mpc/mpc-@.tar.gz,4125404e41e482ec68282a2e687f6c73
MPFR,4.1.0,http://www.mpfr.org/mpfr-@/mpfr-@.tar.xz,bdd3d5efba9c17da8d83a35ec552baef
Ncurses,6.2,http://ftp.gnu.org/gnu/ncurses/ncurses-@.tar.gz,e812da327b1c2214ac1aed440ea3ae8d
Ninja,1.10.0,https://github.com/ninja-build/ninja/archive/v@/ninja-@.tar.gz,cf1d964113a171da42a8940e7607e71a
OpenSSL,1.1.1g,https://www.openssl.org/source/openssl-@.tar.gz,76766e98997660138cdaf13a187bd234
Patch,2.7.6,http://ftp.gnu.org/gnu/patch/patch-@.tar.xz,78ad9937e4caadcba1526ef1853730d5
Perl,5.32.0,https://www.cpan.org/src/5.0/perl-@.tar.xz,3812cd9a096a72cb27767c7e2e40441c
Pkg-config,0.29.2,https://pkg-config.freedesktop.org/releases/pkg-config-@.tar.gz,f6e931e319531b736fadc017f470e68a
Procps,3.3.16,https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz,e8dc8455e573bdc40b8381d572bbb89b
Psmisc,23.3,https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz,573bf80e6b0de86e7f307e310098cf86
Python,3.8.5,https://www.python.org/ftp/python/@/Python-@.tar.xz,35b5a3d0254c1c59be9736373d429db7
Python Documentation,3.8.5,https://www.python.org/ftp/python/doc/@/python-@-docs-html.tar.bz2,2e0a549db8bef61733c37322368c815d
Readline,8.0,http://ftp.gnu.org/gnu/readline/readline-@.tar.gz,7e6c1f16aee3244a69aba6e438295ca3
Sed,4.8,http://ftp.gnu.org/gnu/sed/sed-@.tar.xz,6d906edfdb3202304059233f51f9a71d
Shadow,4.8.1,https://github.com/shadow-maint/shadow/releases/download/@/shadow-@.tar.xz,4b05eff8a427cf50e615bda324b5bc45
Sysklogd,1.5.1,http://www.infodrom.org/projects/sysklogd/download/sysklogd-@.tar.gz,c70599ab0d037fde724f7210c2c8d7f8
Sysvinit,2.97,http://download.savannah.gnu.org/releases/sysvinit/sysvinit-@.tar.xz,e11bc4b3eac6e6ddee7f8306230749a9
Tar,1.32,http://ftp.gnu.org/gnu/tar/tar-@.tar.xz,83e38700a80a26e30b2df054e69956e5
Tcl,8.6.10,https://downloads.sourceforge.net/tcl/tcl@-src.tar.gz,97c55573f8520bcab74e21bfd8d0aadc
Tcl Documentation,8.6.10,https://downloads.sourceforge.net/tcl/tcl@-html.tar.gz,a012711241ba3a5bd4a04e833001d489
Texinfo,6.7,http://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz,d4c5d8cc84438c5993ec5163a59522a6
Time Zone Data,2020a,https://www.iana.org/time-zones/repository/releases/tzdata@.tar.gz,96a985bb8eeab535fb8aa2132296763a
Udev-lfs Tarball,udev-lfs-20171102,http://anduin.linuxfromscratch.org/LFS/@.tar.xz,27cd82f9a61422e186b9d6759ddf1634
Util-linux,2.36,https://www.kernel.org/pub/linux/utils/util-linux/v@/util-linux-@.tar.xz,fe7c0f7e439f08970e462c9d44599903
Vim,8.2.1361,http://anduin.linuxfromscratch.org/LFS/vim-@.tar.gz,e07b0c1e71aa059cdfddc7c93c00c62a
XML::Parser,2.46,https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz,80bb18a8e6240fcf7ec2f7b57601c170
Xz,5.2.5,https://tukaani.org/xz/xz-@.tar.xz,aa1621ec7013a19abab52a8aff04fe5b
Zlib,1.2.11,https://zlib.net/zlib-@.tar.xz,85adef240c5f370b308da8c938951a68
